Book,Text

Wiedzieli Żydowie, iż ciężko raniony był, ale czuli, iż źle zrobili, a chcieli sami w siebie wmówić, że nic złego nie zrobili. I gadali głośno aby sumnienie swe zagłuszyć.


XVI 

Jesteście w ziemi cudzéj wśród bezprawia, jako podróżni, którzy w kraju nieznanym wpadną w jamę.

Do jamy wilczéj wpadło kilku podróżnych. Byli między nimi panowie, słudzy, i przewodnik.

A skoro ujrzeli się na dnie jamy, zmierzyli ją oczyma, i choć nic do siebie nie mówili, zgadli co trzeba było robić.

Stanął tedy na dnie jamy jeden z nich najsilniejszy i najgrubszy, a drugi wstąpił mu na barki, a trzeci drugiemu wstąpił téż na barki, a ostatniemu na barki wstąpił przewodnik.

Tak robiąc drabinę, nie uważali, kto pan, kto sługa; ale osądzili sami siebie po tuszy i szerokości barków.

Osądzili téż, iż najwyżéj trzeba stawić przewodnika, i najpierwéj z jamy wysadzić, iż znał drogi i miejsca, i najrychléj znalazłby pomoc.

A gdy przewodnik wyszedł, czekali w milczeniu, posilając się pokarmem, który mieli w sakwach, obdzielając każdego wedle głodu jego.

Niektórzy lękali się, aby przewodnik nie zostawił ich tam, ale nic nie mówili, aby towarzyszom serca nie psuć, i rzekli w sercu tylko: jeśli nas zdradzi, będziemy mieli czas narzekać.

Po krótkiéj chwili przewodnik ludzi sprowadził, i podróżnych wyciągnął, i do wsi odwiódł.

Więc milcząc, pożegnali się, i myślili podróżni, przewodnik głupi jest; ale iż zbłądził z głupstwa, a nie ze złéj woli, i miał dosyć strachu, puśćmy go w pokoju, wszakże drugi raz lepiéj wybiérajmy przewodnika.

Przewodnik zaś myślił, zbłądziłem, a mało co nie zgubiłem tych oto poczciwych ludzi, drugi raz nie podejmę się nigdy przewodnictwa.

I trwało między tymi ludźmi, od czasu wpadnienia aż do czasu wyjścia, głuche milczenie.

Następnego roku, wpadli do tejże jamy podróżni drudzy z drugim przewodnikiem; i umyślili tymże sposobem ratować się.

Ale był spór, kogo postawią na dole, bo panowie nie chcieli sług dźwigać na barkach, a słudzy obawiali się, aby panowie wyszedłszy nie zostawili ich.

Wszyscy zaś obawiali się wypuścić przewodnika, bo go w gniewie za błąd łajali i bili; musiał im tedy zakląć się przysięgą wielką, iż powróci.

Skoro wyszedł, pomyślił sobie: źli to ludzie są, i cóś na mnie knują, bo mi nie wierzyli, zostawię ich tam w jamie. Szedł więc do domu swego.

A podróżni kilka dni marli głodem, aż przypadkiem trafili na nich ludzie, i wyciągnęli ich.

Ledwie wyszli na wolność, jedni chcieli puszczać się daléj w drogę, drudzy szukać i karać niewiernego przewodnika. Kłócili się więc z sobą i rozłączyli.

Zapalczywsi szli, klnąc i grożąc przewodnikowi, i stało się, iż im nikt niechciał przewodniczyć ani na proźby, ani za piéniądze.

Przewodnik zaś ów niewierny klął i krzyczał, że nic nie winien, że owi ludzie sami zbłądzili; a na dowód, iż dobrze zna drogi, podjął się innych prowadzić. I stało się, iż był znowu innym przyczyną nieszczęścia.

I trwała od czasu wpadnienia ich aż do czasu wyjścia ich ciągła kłótnia.


XVII

Jesteście w pielgrzymstwie Waszém na ziemi cudzéj, jako był lud Boży na puszczy.

Strzeżcie się w pielgrzymstwie utyskiwania, i narzekania, i powątpiéwania. Grzechy to są.

Wiécie, iż gdy lud Boży wracał do ziemi przodków, do ziemi Świętej, tedy pielgrzymował w puszczy, a wielu, z ludu Bożego tęskniło, i mówiło: wróćmy do Egiptu; będziemy tam w ziemi niewoli, ale będziemy mieli obfitość mięsa, i cybuli.

I powiada Pismo Święte iż *Bóg* obrażony przedłużył pielgrzymkę Narodu, aż dopóki wszyscy ci, którzy tęsknili, nie wymarli na puszczy; bo żaden z nich nie miał ujrzéć ziemi Świętéj.

Wiécie, iż byli drudzy między ludem Bożym, którzy nie ufali prorokom swym, i mówili: a jakże zdobędziem ziemię przodków, kiedy mamy przeciw sobie króle mocne, i ludy, jako ludy olbrzymów?

I powiada Pismo Święte, iż *Bóg* obrażony tém niedowiarstwem, przedłużył znowu pielgrzymkę Narodu, aż wszyscy ci, którzy wątpili, pomarli na puszczy; bo żaden z nich nie miał ujrzéć ziemi Świętéj.

A nie tylko ci, którzy głośno narzekali i wątpili; ale i ci, którzy w sercach swych narzekali i wątpili, pomarli także; bo czyta *Bóg* w sercach, jako w książce otwartéj, chociaż dla drugich zamknięta jest.

Przetoż strzeżcie się grzechu narzekania i wątpienia, abyście nie przedłużyli dni, pielgrzymstwa Waszego.

A jako w obozie ludu wybranego byli ludzie zaraźliwi, chorujący na leprę czyli trąd, tak i między Wami trafiają się ludzie zaraźliwi, to jest źli Polacy; od tych uciekajcie, bo nad trąd zaraźliwsza choroba ich. Po tych znakach zaś, poznacie chorobę ich.

Człowiek zaraźliwy nie wierzy w zmartwychwstanie Polski, chociaż bił się o nie i pielgrzymuje o nie. A choroba jego pokazuje się w słowach takich: wiedziałem, że powstanie było głupstwem, ale biłem się walecznie za sprawę powstania, jako dobry żołnierz; wiem, iż niepodobieństwem jest odzyskać Polskę, ale pielgrzymuję, jako człowiek honorowy.

Skoro posłyszycie takie słowa, uciekajcie zatknąwszy uszy, i donieście starszym; a starsi natychmiast człowieka zaraźliwego złożą z urzędu, jeśli jest urzędnikiem; i zdejmą z niego Czamarę, i każą mu namyślać się w domu przez pewną liczbę dni.

A po téj liczbie dni obaczą, czy się wyleczył, i czy wstąpiła weń Wiara i Łaska; a jeśli się wyleczył, i wyrzeka się grzechu, tedy ogłoszą go czystym, i przyjęty będzie znowu do pielgrzymstwa.

Jeśli zaś chory też same słowa co pierwéj mówić będzie, tedy starsi napiątnują go, ogłaszając: iż jest nieczysty. I wszyscy od niego uciekać mają, od widoku jego, i od słów jego; bo ani jest dobry żołnierz, ani człowiek honorowy; ale głupiec, i złośnik.

Bo jeśli w bitwach szedł na ogień, tedy i koń, na którym siedział Krakus, i bódł go ostrogami, i koń, który wiózł harmatę pod biczem furmana, szedł w ogień; a możnaż nazywać konia, dobrym żołnierzem?

A jeśli zaraźliwiec mówi: iż bije się dla honoru, tedy i officer moskiewski mówi, iż bije się dla honoru; i Włoch, który mści się zabiiając sztyletem rywala swego, mówi, że się mści za honor; a cóż znaczy głupi bałwochwalczy honor taki?

Zaprawdę mówię Wam, iż żołnierz, ktory walczy bez Wiary w dobroć sprawy swoiéj, zwierzem jest; a dowódzca, który prowadzi na bój, bez Wiary w sprawę swoją rozbójnikiem jest.

Człowiek zaraźliwy bije się w polu, i zabija dwóch nieprzyjaciół, a wróciwszy do namiotu, psuje serca żołnierzy, i zabija dziesięciu swoich na duszy.

Jest on podobny do człowieka, który chodzi do kościoła, i klęczy; a wróciwszy do domu, śmieje się przed dziećmi z *Boga* i z Wiary.

A niech się nie tłumaczy, mówiąc: iż co innego jest postępowanie i czyn, a co innego myśl i mowa; bo przeciwko Ojczyznie można ciężko grzeszyć mową i myślą, a każdy z tych grzechów nie ujdzie kary swéj.

Te są ostróżności przeciwko zaraźliwym w pielgrzymstwie Polskiém.


XVIII 

Jesteście wśród cudzoziemców jako Apostołowie wśród bałwochwalców.

Nie obruszajcie się tak bardzo na bałwochwalców, bijcie ich słowem, a inni ich pobiją mieczem, a ci co ich pobiją są Żydzi czyli ludzie starego zakonu, którzy czczą Wszczechmocność ludu, i Równość, i Wolność. Oni nie nawidzą bałwochwalców, a nie mają miłości ku bliźnim, i zesłani są na wytępienie bałwochwalców Chananejczyków.

I pokruszą bałwany ich, a bałwochwalców będą sądzić prawem Mojżesza, i Jozuego, i Roberspiera, i Saint-Justa, wytępiając od starego do ssącego dziecka, od bydlęcia do szczenięcia. Bo *Bóg* ich, który się nazywa Wszechmocność ludu, jest sprawiedliwy, ale gniewny i trawiący jak ogień.

A jako między Żydami w stolicy ich powstał Chrystus i zakon Jego, tak w stolicach liberalistów Europejskich powstanie zakon Wasz, nowy zakon póświęcenia się i Miłości.

Albowiem Anglja i Francja są jako Izrael i Juda. Jeśli tedy posłyszycie liberalistów swarzących się o dwie Izby, i o Izbę dziedziczną, i o Izbę wybiéralną, i o sposób wybiérania, i o zapłatę dla króla, i o wolność druku, nie dziwujcie się mądrości ich, jest to mądrość starego zakonu.

Są to Faryzeusze i Saduceusze, którzy kłocą się o tref i o koszer, a nie rozumieją co to jest kochać i umrzeć za prawdę.

I kiedy słyszą Was przybyłych z północy mówiących o Bogu i Wolności, tedy gniewają się i wołają jak Doktory na Chrystusa, wołając: A skąd mu tyle nauki, synowi cieśli? a jakże mógł prorok urodzić się w Nazarecie? a jak on śmie nas uczyć starych doktorów?

A kiedy mówią o wojnie Waszéj dla zbawienia Narodów, nie przeczą iż dobrze zrobiliście, ale powiadają iż niewcześnie, jako doktorowie wyrzucali Chrystusowi, iż w szabas śmiał ludzi uzdrawiać, i krzyczeli: godzi-li się w szabas uzdrawiać? godzi-li się w czasie pokoju Europejskiego z Rossją wojować?

A jeśli dają jałmużnę wdowom i sierotom Wolności, wdowom i sierotom Hiszpańskim, Portugalskim, Włoskim i Polskim, tedy dają głośno, w Izbach, jako czynili Faryzeusze.

A jeśli dają Ojczyznie swoiéj, tedy rozprawiają, ile podług zakonu czyli konstytucyi dać mają.

A Wasz zakon inny jest, bo Wy mówicie: wszystko co nasze jest, Ojczyzny jest; wszystko co naszéj Ojczyzny jest, wolnych Ludów jest.

Anglicy, którzy kochają Wolność według starego zakonu powiadają: odbierzmy Francuzom morze, jak Izrael odbierał miasta od Judy; a Francuzi starozakonni mówią: odbierzmy Niemcom ziemie nadreńskie; a Niemcy mowią: odbierzmy zaś Francuzom ziemie nadreńskie, i tém podobnie. Przetoż powiadam Wam iż głupi są, i zarażają się bałwochwalstwem, czcią Baala, i Molocha, i Równowagi.

Albowiem porty, i morza, i lądy są dziedzictwem ludów wolnych. Alboż kłóci się Litwin z Polakiem o granice Niemna, i o Białystok? Przetoż powiadam Wam, iż Francuz, i Niemiec, i Moskal muszą bydź jako Polak i Litwin.

Wszedł do domu opustoszałego człowiek dziki, z żoną, i z dziećmi. A widząc okna, rzekł: przez to okno będzie patrzéć żona moja, a przez drugie ja sam, a przez trzecie mój syn. Patrzyli więc, a kiedy odchodzili od okien, zasłaniali je obyczajem ludzi dzikich, aby światło do nich należące innym nie dostało się. A reszta rodziny okien nie miała.

I rzekł człowiek dziki: przy tym piecu ja sam tylko grzać się będę, bo jeden tylko piec był. A inni niech sobie zrobią każdy po jednym piecu. I rzekł potém: wybijmy w domu drzwi, dla każdego oddzielne; przetoż popsuli dom, i bili się często o światło, ciepło, i granice izby.

Otoż tak robią narody Europejskie, zazdroszczą sobie handlu książek, i handlu wina, i bawełny, nie wiedząc; iż nauka i dostatek, do jednego domu należą, do wolnych Ludów należą.


XIX 

Niektórzy z Was rozprawiają o arystokracji i demokracji i o innych rzeczach starego zakonu; ci bracia Wasi mylą się, jako pierwsi Chrześcijanie, którzy rozprawiali o obrzezaniu i umywaniu rąk.

Ale Narody zbawione będą nie przez stary zakon, ale przez zasługi Narodu umęczonego, i ochrzcone będą w imie Boga i Wolności. A kto tak ochrzcony, bratem Waszym jest.

Nie gadajcie wiele o prawach. Prawa są jako obligi, a rządy jak dłużnicy, a Ojczyzna jak dobro. Im podlejszy i chytrzejszy jest dłużnik, tém mocniéj go opisują, a Ojcu i bratu wierzy się bez obligu.

Przetoż bądźcie doskonałymi jak Apostołowie, a zawierzą Wam Narody, i co postanowicie prawem będzie, nie tylko dla Was, ale dla wszystkich Wolnych Ludów.

Nie rozprawiajcie wiele o formie przyszłego rządu w Polsce. Nie ci najlepiéj urządzą, którzy rozprawiają, ale ci którzy najmocniéj czują, i najpełniejsi są poświęcenia się.

Pewne siéroty szukały sobie opiekuna, któryby ich dobrami zarządzał, i ich wychował. Obróciły więc oczy na sąsiada, który był dobrym gospodarzem, ale chciwym, i pieniądze wielkie zebrał, a u ludzi miał sławę przemyślnego, ale nieużytego człowieka. Rzekły tedy sieroty: tego nie chcemy, bo z nas bogacić się będzie.

Obróciły więc oczy na drugiego sąsiada, który księgę o gospodarstwie napisał, ale sam nigdy nie gospodarował; rzekły więc: i tego nie chcemy, bo na nas będzie robił próby gospodarcze.

Ale słyszały o trzecim, iż był człowiekiem ubogim, i znaczny majątek stracił, popiérając sprawy wdów i siérót; rzekły więc: tego weźmijmy.

Podobna jest forma rządu przyszłego do kształtu mowy, którą mówi człowiek radny.

Człowiek przemyślny idąc na radę narodową, obmyśla, jak zacząć mowę, co położyć na początku, co we środku, a co w końcu, bo tak nauczył się w szkole; ale iż sprawy narodowéj mocno nie czuje, więc mowa jego będzie sztucznie ułożona, ale pusta, i przejdzie, i pamięci nie zostawi.

A człowiek poczciwy, idąc na radę narodową pełne ma serce miłości Ojczyzny, i czując prawdę tego co ma mówić, mówi nie myśląc o porządku, a wszakże mowa jego będzie porządna, i spiszą ją skoropisowie na wzór dla innych; a on sam zadziwi się, iż tak mądrze mówił.

Owóż i prawodawcy pełni miłości Ojczyzny postanowią urzędy w kraju stosownie do potrzeby, i będzie kraj urządzony dobrze, a drudzy to urządzenie przepiszą, i naśladować będą.

Podobna jest Rzeczpospolita którą założyć macie do lasu, który sieje gospodarz.

Jeśli gospodarz zasieje nasienie dobre, na ziemi dobréj, może być pewny, iż się drzewa urodzą; i niéma potrzeby myśléć o formie drzew, i lękać się, aby się dęby nie urodziły z kolcami, a jodły z liściami.

Zasiéwajcie więc miłość Ojczyzny i duch poświęcenia się, a bądźcie pewni, iż wyrośnie Rzeczpospolita wielka i piękna.


XX 

Leżała pewna niewiasta w letargu, i wezwał syn lekarzy.

Rzekli wszyscy lekarze: wybierz jednego z nas, aby ją leczył.

Rzekł jeden lekarz: ja będę ją leczył podług nauki Browna; ale drudzy odpowiedzieli: zła to jest nauka, niech lepiéj w letargu leży i umrze, niż gdybyś ją miał leczyć podług Browna.

Rzekł drugi: ja będę ją leczył podług nauki Hannemana; odpowiedzieli drudzy: zła to nauka, niech lepiéj umrze, niż gdybyś ją miał leczyć podług nauki Hannemana.

Tedy rzekł syn niewiasty: leczcie jakkolwiek, bylebyście ją wyleczyli. Ale lekarze nie chcieli zgodzić się, jeden żadnym sposobem nie chciał ustąpić drugiemu.

Tedy syn z żalem i rozpaczą zawołał: o! matko moja. A niewiasta na ten głos syna obudziła się, i wyzdrowiała. Lekarzów wypędzono.

Są z Was niektórzy, którzy mówią: niech lepiéj Polska leży w niewoli, niż gdyby zbudzić się miała według arystokracji; a drudzy: niech lepiéj leży, niż gdyby zbudzić się miała według demokracji; a inni: niech lepiéj leży, niż gdyby miała granice takie, a inni owakie. Ci wszyscy są lekarzami, nie synami, i nie kochają matki Ojczyzny.

Zaprawdę powiadam Wam: nie badajcie jaki będzie rząd w Polsce, dosyć Wam wiedziéć, iż będzie lepszy, niż wszystkie o których wiécie, ani pytajcie o jéj granicach, bo większe będą niż były kiedykolwiek.

A każdy z Was w duszy swéj ma ziarno przyszłych praw i miarę przyszłych granic.

O ile polepszycie i powiększycie duszę Waszą, o tyle polepszycie prawa Wasze i powiększycie granice Wasze.


XXI 

Słyszycie, iż mówią Żydzi, i Cyganie, i ludzie z duszą żydowską i cygańską; tam Ojczyzna, gdzie dobrze; a Polak powiada Narodom: tam Ojczyzna, gdzie źle; bo gdzie tylko w Europie jest ucisk Wolności, i walka o nię, tam jest walka o Ojczyznę, i za tę walkę bić się wszyscy powinni.

Powiadano dawniéj Narodom: nie składajcie broni, póki nieprzyjaciel trzyma jedną piędź ziemi Waszéj; ale Wy powiadajcie Narodom: nie składajcie broni, póki despotyzm trzyma jedną piędź ziemi wolnéj.

Bo i Francuz, i Anglik, i Niemiec bronią własności swéj, i nienawidzą nieprzyjaciół swych. A przecież kiedy Francuz i Anglik i Niemiec podróżują między Ludami, tedy Ludy nie wychodzą spotykać ich, i śpiewać im pieśni ich.

A Was spotykają, i ugaszczają, i spiewają Wam pieśni Wasze, bo czują, że Wy wojujecie za Wolność Świata.

A przetoż jeśli Wasza nauka o Wolności, i Wasze poświęcenie się dla niéj, nie będzie doskonalsze od nauki i poświęcenia się Francuzów i Niemców i Anglików; tedy zaprawdę powiadam Wam: nie wnijdziecie do Ojczyzny Waszéj.

Powiadał Chrystus do Narodu wybranego od Boga: jeśli ty Narodzie Abrahamowy nie pojdziesz za mną, tedy Bóg odrzuci plemie twoje, a z kamieni wzbudzi synów Abrahamowi; co znaczyło, iż z Greków i Rzymian zrobi Chrześcijany.

A Polak mówi Francuzom i Anglikom: jeśli wy dzieci Wolności nie pójdziecie za mną, tedy Bóg odrzuci plemie wasze, a wzbudzi obrońców Wolności z kamieni; to jest, z Moskalów, i z Azjatów.

Albowiem kto odrzuca wezwanie Wolności, odrzucony będzie od oblicza jéj.

Była pewna królowa, która wezwała żołnierza prostego na wodza wojsk, i rzekła: pobij wszystkich nieprzyjaciół moich, a ja ci dam półowę królestwa, i będę żoną twą.

Ów żołnierz pociągnął w pole, i szły za nim wojska, którym rozkazywał w imie królowéj, i bił nieprzyjacioły, i stał się możny i sławny.

Rzekł więc do królowéj: czas już, Pani, abym z Tobą ożenił się, i królował spokojnie. A królowa rzekła: nie czas jeszcze, bo jeszcze nie pobiłeś wszystkich nieprzyjaciół moich.

Tedy wódz rozgniewany rzekł: oto starzeję się, i utyłem, a mam ustawicznie wojować za tę kobiétę, osiądę lepiéj w dobrach mych, i będę odpoczywał. Więc osiadł w dobrach, i zostawił granice bez obrony, a nieprzyjaciel wzmógł się, i przyciągnął do dóbr jego, i zaczął niszczyć.

Tedy on wódz zerwał się, i wyjechał do ludu, i zaczął wołać: uzbrójcie się, a idźcie za mną bronić dóbr moich, jak dawniéj chodziliście za mną, kiedyśmy zwyciężali zwycięztwami wielkiemi.

Ale ludzie rzekli: a co ty jesteś za jeden, głupi człowieku, żebyśmy szli za tobą bronić dóbr twych? dawniéj szliśmy za tobą, boś nas wzywał w imie królowéj, ale teraz już nie jesteś hetmanem jéj, i jesteś prosty człowiek, jako i drugi. I odpędzili go.

Bo królowa już sobie wybrała drugiego prostego żołnierza, a ten stał się wodzem, i słuchano go, i zwyciężył.

Otóż królową jest Wolność, a wodzem jéj był Francuz.


XXII 

Gdy w pielgrzymstwie Waszém przyjdziecie do miasta jakiego, błogosławcie mu, mówiąc: Wolność nasza niech będzie z Wami. Jeśli Was przyjmą, i usłuchają, tedy wolni będą; a jeśli Wami wzgardzą, i nie usłuchają Was, i wypędzą, tedy błogosławieństwo Wasze do Was powróci.

Odchodząc z miasta i kraju bezbożnego, niewolniczego i ministerjalnego, otrząście proch z obuwia Waszego, a zaprawdę powiadam Wam, iż lżéj było Tulonowi, i Nantes i Ludgonowi w dniach Konwencji, niźli będzie miastu onemu w dniach Konfederacji Europejskiéj.

Albowiem gdy Wolność zasiędzie na stolicy świata; będzie sądzić Narody.

I rzeknie do jednego Narodu: oto byłam napastowana od zbójców, i wołałam do ciebie Narodzie, o kawał żelaza do obrony, i o garść prochu; a tyś mi dał artykuł gazety. A naród ów odpowie: Pani moja, kiedyż wołałaś do mnie? I odpowie Wolność: oto wołałam ustami tych pielgrzymów, a nie słuchaliście mnie; idźcie więc w niewolę, kędy będzie świst knuta i chrzęst ukazów.

I rzeknie Wolność do drugiego Narodu: oto byłam w utrapieniu i w nędzy, i prosiłam ciebie Narodzie, o opiekę prawa, i o opatrzenie; a tyś na mnie rzucał ordonansami. I odpowie Naród: Pani moja, kiedyś przychodziła do mnie? I odpowie Wolność: przychodziłam do ciebie w stroju tych pielgrzymów, a tyś mną wzgardził: idźże więc w niewolę, kędy będzie świst knuta i chrzęst ukazów.

Zaprawdę mówię Wam, iż pielgrzymstwo Wasze stanie się dla mocarstw kamieniem obrazy.

Odrzuciły mocarstwa kamień Wasz od budowy Europejskiéj, a oto kamień ten stanie się kamieniem węgielnym i głową przyszłéj budowy; a kto nań potknie się, ten upadnie i nie powstanie.

A z wielkiéj budowy politycznéj Europejskiéj nie zostanie kamień na kamieniu.

Bo przeniesiona będzie stolica Wolności.

Jeruzalem, która mordujesz ludzi mowiących o Wolności, mordujesz Proroki twoje; a lud który morduje Proroki swe, uderza sam siebie w serce swoje, jako szalony samobójca.

Przyjdzie na Judę i Izraela ucisk wielki.


XXIII 

Rządcy francuscy, i mędrkowie francuscy, którzy gadacie o Wolności, a służycie despotyzmowi, legniecie między ludem waszym, i despotyzmem obcym, jako szyna żelaza zimnego, między młotem i kowadłem.

I bici będziecie, a żuzle z was, i iskry z was, leciéć będą na kraj Świata, i rzekną Narody: zaiste, kucie tam jest wielkie, jako w kuźni piekielnéj.

I będziecie wołać do młota, do ludu waszego: ludu, daruj a sfolguj, bo gadaliśmy o Wolności. A młot rzeknie: gadałeś inaczéj, czyniłeś inaczéj. I spadnie z nową mocą na szynę.

I będziecie wołać do despotyzmu obcego, jako do kowadła głuchego: o despotyzmie, służyliśmy tobie, zmiękcz się a zrób otwór, abyśmy się skryli od młota. A despotyzm rzeknie: inaczéj czyniłeś, inaczéj mówiłeś. I wystawi wam grzbiet twardy i zimny; aż będzie przekuta szyna tak, że jéj nikt nie pozna.

Rządcy Angielscy, i mędrkowie Angielscy, nadymacie się z rodu waszego, i mówicie: mój dziad był lordem, a pradziad królem, żyjmy więc w przyjaźni z krewnymi naszymi panami i królami Europy; a oto przyjdą dni, iż będziecie wołać do ludu: daruj nas życiem, bo nie było w rodzie naszym ani jednego króla, ani jednego lorda, ani jednego eskwajra.

A wy kupcy i handlarze obojga narodów, łaknący złota, i papiéru dającego złoto; posyłaliście pieniądz na zgnębienie Wolności, a oto przyjdą dni, iż będziecie lizać złoto wasze, i żuć papier wasz, a nikt wam nie przyśle chleba i wody.

Słyszeliście o głodach takich, że matki jadły dzieci swe, ale głód wasz będzie sroższy, bo powiadam wam, że będziecie obrzynać uszy bliźnim swym, i uszy samym sobie, i piec, i jeść. Bo zasłużyliście, abyście byli bez uszu, jako są szelmowie.


XXIV 

Te są Księgi Narodu i pielgrzymstwa Polskiego, nie wymyślone, ale zebrane z dziejów Polskich, i z pism, i z opowiadań, i z nauk Polaków ludzi pobożnych i poświęconych za Ojczyznę, Męczenników, Wyznawców, i Pielgrzymów. A niektóre rzeczy z łaski Bożéj.

Czytajcie je, Bracia-Wiara-Żołnierze; a ci, co są między Wami starsi, których nazywacie pod-officerami, czyli namiestnikami, niech Wam objaśniają, i wykładają.

Albowiem naczelnicy Wasi są jako rodzice wielu dzieci, zajęci i dziećmi i gospodarstwem i domem.

Ale pod-officerowie Wasi są jako piastunowie, i niańki młodszych braci żołnierzy, i ciągle z nimi są pilnując ich.

Oni zaczęli wojnę Narodów, i im sa *Bóg* dokonać ją szczęśliwie. Amen.



Modlitwa pielgrzyma

Panie *Boże* wszechmogący! Dzieci Narodu wojennego wznoszą ku Tobie, ręce bezbronne z różnych końców świata. Wołają do Ciebie z głębi kopalni sybiryjskich i ze śniegów kamczatskich, i ze stepów Algeru, i z Francji ziemi cudzej. A w Ojczyznie naszéj w Polsce wiernéj Tobie, nie wolno jest wołać do Ciebie! i starcy nasi, kobiéty i dzieci modlą się do Ciebie w skrytości, myślą i łzami. Boże Jagiellonów! Boże Sobieskich! Boże Kościuszków! zlituj się nad Ojczyzną naszą, i nad nami. Pozwól nam, modlić się znowu do Ciebie obyczajem przodków, na polu bitwy z bronią w ręku, przed ółtarzem zrobionym z bębnów i dział, pod baldachimem zrobionym z orłów i chorągwi naszych; a rodzinie naszej, pozwól modlić się w kościołach miast naszych i wiosek naszych, a dzieciom na grobach naszych. A wszakże niech się stanie, nie nasza wola, ale Twoja.

Amen.



Litania pielgrzymska

Kyrie leyson. Chryste eleyson.
Boże Ojcze któryś wywiódł lud Twój z niewoli Egipskiéj, i wrócił do ziemi świętéj.
Wróć nas do Ojczyzny naszéj.
Synu zbawicielu któryś umęczony i ukrzyżowany, zmartwychwstał i królujesz w chwale.
Zbudź zmartwych Ojczyznę naszą.
Matko Boska, którą Ojcowie nasi, nazwali królową Polski i Litwy.
Zbaw Polskę i Litwę.
Święty Stanisławie opiekunie Polski.
    Módl się za nami.
Święty Kazimierzu opiekunie Litwy.
    Módl się za nami.
Święty Jozafacie opiekunie Rusi.
    Módl się za nami.
Wszyscy święci opiekunowie Rzeczypospolitej naszéj.
    Módlcie się za nami.
Od niewoli Moskiewskiéj, Austryackiéj, i Pruskiéj.
    Wybaw nas Panie.
Przez męczeństwo trzydziestu tysięcy rycerzy barskich poległych za Wiarę i Wolność.
    Wybaw nas Panie.
Przez męczeństwo dwódziestu tysięcy obywateli Pragi, wyrzniętych za Wiarę i Wolność.
    Wybaw nas Panie.
Przez męczeństwo młodzieńców Litwy zabitych kijami, zmarłych w kopalniach i na wygnaniu.
    Wybaw nas Panie.
Przez męczeństwo obywateli Oszmiany wyrzniętych w kościołach Pańskich i w domach.
    Wybaw nas Panie.
Przez męczeństwo żołnierzy zamordowanych w Fischau przez Prusaków.
    Wybaw nas Panie.
Przez męczeństwo żołnierzy zaknutowanych w kronstadzie przez Moskali.
    Wybaw nas Panie.
Przez krew wszystkich żołnierzy poległych w wojnie za Wiarę i Wolność.
    Wybaw nas Panie.
Przez rany łzy i cierpienia wszystkich niewolników, wygnańców, i pielgrzymów Polskich.
    Wybaw nas Panie.
O wojnę powszechną za Wolność Ludów!
    Prosimy cię Panie.
O Broń i orły narodowe.
    Prosimy cię Panie.
O śmierć szczęśliwą na polu bitwy.
    Prosimy cię Panie.
O grób dla kości naszych w ziemi naszéj.
    Prosimy cię Panie.
O niepodległość całość i wolność Ojczyzny naszéj.
    Prosimy cię Panie.
W Imie Ojca i Syna i Ducha Świętego.

Amen.




"
Adam Mickiewicz  To*** Upon the Alps in Splügen 1829 tłum. Jarek Zawadzki,"Adam Mickiewicz

To*** Upon the Alps in Splügen 1829
tłum. Jarek Zawadzki



So never may I bid thee now farewell:
Thou follow'st me through every mount and dell,
I see thee on the Alpine glaciers tall,
I hear thy voice in every waterfall;
My heart throbs heav'ly when I turn around
To see thee but I'm scared to hear a sound.

Ungrateful thou! While in these mountains high,
I lose my way beneath the somber sky,
Or, weary so, step down a mountain slope,
I raise my head toward the skies and hope
To see the Northern Star that pilots me,
To find Lithuania, thy house and thee.
Ungrateful thou! Perhaps today a queen
In a company that I have never seen.
Perhaps enchanted by new loves, in play,
Of our passed love thou speak'st with them today.
Say, art thou happy at this time at all
When servants bow at thy, Milady's, call;
When pleasure lulls thee now to sleep at night,
Or when thou playest in the morning light?
And realy holdest thou no memory,
Which now and then could somehow trouble thee?
Wouldst thou be happier if thou shared'st thy life
With a merry traveler and wast his wife?
My dear, we would be hiking all day long,
Thy hardships I would sweeten with a song;
I’d be the first in every rivulet
To find some little stones therein and let
Thy feet, untouched by water, feel the sand.
I would caress thee, Dearest, kiss thy hand.
And we would find some lovely mountain hut,
I'd let thee off my back, the door I'd shut;
We'd sit by a fire and thou with elfin charm
Wouldst fall asleep and wake upon my arm.




"
Adam Mickiewicz  Ballady i romanse Romantyczność,"Adam Mickiewicz

Ballady i romanse
Romantyczność

ISBN 978-83-288-6570-9






Methinks, I see… Where?
— In my mind's eyes.







Zdaje mi się, że widzę… Gdzie?
Przed oczyma duszy mojej.

Shakespeare

  Słuchaj dzieweczko!
— Ona nie słucha. —
To dzień biały! to miasteczko!
Przy tobie nie ma żywego ducha,
Co tam wkoło siebie chwytasz?
Kogo wołasz, z kim się witasz?
— Ona nie słucha. —

  To jak martwa opoka
Nie zwróci w stronę oka,
To strzela wkoło oczyma,
To się łzami zaleje,
