Index,Question,Answer
0,Czy Hrabia zawiść czuł dla Tadeusza?,"Tak, zawiść w sercu Hrabię poruszała,
Przeciw Soplicom mocniej go poruszała.
Dziedzic Horeszków, śród własnych progów,
Biesiadnikiem Sopliców, odwiecznych wrogów.
Zbudził się z marzeń, wspomniał gdzie, u kogo gości,
Zdobył się na wzrok, a serce przeszył go ból. "
0,Co zagrał Wojski na swym długim rogu?,"Wojski zagrał na rogu, mocą i wirtuozerią,
Przez lasy rozbrzmiał dźwiękiem, rozpoczął łowy,
Zbudził psów, zaskoczył myszy, ptaki przestraszył,
A myśliwców oczarował swoim kunsztem i talentem."
0,Co znaczyło dla Ciebie miasto Gdańsk?,"Miasto Gdańsk, niegdyś nasze, będzie znowu nasze! Wódka to gdańska, napój miły dla Polaka."
0,Czy mądrość szczwcze doświadczonej wiecze?,"Nie słuchali pilnie, myśliwi mówiecznie."
0,"Na czym stanąłeś, gdy obu za słowo ująłeś?","Na tym, że skóra nie jest miarą jakaś lada,
Kartago przecież na kawałku ziemi stanęła.
W nocy rozbieram to z uwagą, jak mój przyjaciel Maro uczył.
Szlachta krzyczy, a ja w śmiech. To jest moja nauka."
0,Czy Wojski powstrzymał towarzyszy przed pościgiem za kotem?,"Tak, Wojski wstrzymał ich krzycząc: 'Wara! stać i patrzeć! Nikomu krokiem ruszyć z miejsca nie dozwolę; Stąd widzim wszyscy dobrze, zając idzie w pole'."
0,"Co to za dźwięki, które w ustach Wojskiego słychać?","To niezwykłe dźwięki, jakby róg kształty zmieniał,
Grubiał i cieniał Wojski, różne głosy naśladował.
Czasem jak wilczą szyję wyje przeraźliwie,
Czasem rozwarłszy gardło, ryknął jak niedźwiedzie.
I żubra beczenie wiatr rozdarł na dwoje."
0,Co zobaczył Adam Mickiewicz przez okno i jak zareagował?,"On już pierwej przez okno ujrzał Tadeusza,
Który leciał gościńcem, w cwał, bez kapelusza,
Z głową schyloną, bladym, posępnym obliczem,
A konia ustawicznie bódł i kropił biczem.
Ten widok bardzo księdza bernardyna zmieszał,
Więc za młodzieńcem kroki szybkimi pośpieszał
Do wielkiej puszczy, która, jako oko sięga,
Czerniła się na całym brzegu widnokręga."
0,Jak opisać smak i zapach bigosu w słowach?,"W kociołkach bigos grzano. W słowach wydać trudno. Bigosu smak przedziwny, kolor i woń cudną. Słów tylko brzęk usłyszy i rymów porządek. Ale treści ich miejski nie pojmie żołądek."
0,Czy Tadeuszowi ujawniły się niedoskonałości?,"O tak, oczywiście, jakżeby inaczej! 
Zmarszczki, piegi, fałsz wszędzie wyśledzają. 
Dwa zęby brakuje, tysiąc zmarszczek się kryje. 
Tadeuszowi wiele niedoskonałości przykryje."
0,Czy Hrabia broni swojego sługi w swoim domu?,"Wara! — zawołał — Sędzio! nie wolno nikomu
Krzywdzić sługę mojego w moim własnym domu:
Kto ma na starca skargę, niech mi ją przełoży"
0,"Co się stało, gdy Rejent i Asesor zobaczyli żmiję?","Rejent i Asesor zatrzymali oddech, pobladli ze strachu. Żmija powoli się oddalała, aż zniknęła w lesie. Głowa zniknęła, ogon się urwał. Co się stało?"
0,Czy opowiadał Pan Doweyce i Domeyce?,"Tak, opowiadałem o Doweyce i Domeyce, aby zabawić i do zgody dowieść. Wznowiłem koncept sprzed czterdziestu lat, który był głośny w tamtych czasach."
0,"Co uczyniłaś, kiedy po alkowie przeszłaś","Kilka razy przeszłaś, czoło znów spuściłaś"
0,"Kto znał strzelca o imieniu Robak, który ocalił Rejtana i Denassowa?","Tylko klucznik znał jednego człeka,
Co z daleka strzelić mógł celnie, jak Robak;
Lecz ja znałem drugiego, był równie trafny,
Ocalił dwóch panów, sam to widziałem tafny.
To był dzisiejszemu podobny przypadek,
Zdarzył się Rejtanowi i Denassówowi, o strzale wspomniane."
0,"Co uczynił Wojski, by zwyciężyć psa w walce?","Wojski rozkazał kij żelazny włożyć
Psom między zęby i tak paszczęki roztworzyć.
Kolbami przewrócono na wznak zwierza zwłoki
I znów trzykrotny wiwat uderzył w obłoki."
0,Co zobaczyła Telimena w zwierciadle?,"Telimena zobaczyła siebie w zwierciadle, wydłużoną i piękną, lecz też zmartwioną i smutną."
0,"Czym jest bigos, przysłowiowy i smakowity?","Bigos - składników dobrych mieszanka, z kapustą kwaszoną włączona. W kotle dusi się, aromat się unosi, Soki żywne warzą się, każdy je nosi. Smakowity bigos, jakże wyborny, Dla każdego kucharza na prawdziwy skarb cenny."
0,Kto pierwszy do oszczepu godził?,"Hrabia twierdził, że to on walczył z wężem, lecz Tadeusz przeszkodził. Tadeusz mocniejszy, zręczniejszy, chciał Hrabiego wyręczyć. W gwarze i wrzasku, tak rozmawiali śród czeredy."
0,"Kim jest krewną Tadeusza, która wita go serdecznie?","To Zosia - dziewczyna o włosach świetlistych, która dzisiaj na polowanie go zbudziła."
0,"A co? fuzyjka moja? górą nasi, górą!","Fuzyjka ma, oto moja odpowiedź, krótka - górą nasi! Wielka i zdolna, strzelba przedziwna, Sagalasówka, dzieło Polaka. Nigdy nie zawiedzie, żadnego ładunku nie puści na wiatr. To dar od księcia Sanguszki, mocna i dzielna, jak ptaszyna."
0,Z jakich zwierząt składa się okrąg ptastwa?,"Kury, kogutki, indyk, pawie, gołąb"
0,"Co się stało z niedźwiedziem, na którego gawiedź zwróciła oczy?","Leżał krwią opryskany, kulami przeszyty,
Piersiami w gęszczę trawy wplątany i wbity;
Rozprzestrzenił szeroko przednie krzyżem łapy,
Dyszał jeszcze, wylewał strumień krwi przez chrapy,
Otwierał jeszcze oczy, lecz głowy nie ruszy;
Pijawki Podkomorzego dzierżą go pod uszy,
Z lewej strony Strapczyna, a z prawej zawisał
Sprawnik i dusząc gardziel krew czarną wysysał."
0,Jakie wydarzenia opisuje Księga piąta?,"Księga piąta opowiada o bohaterskich czynach i przygodach polskiego rycerza, który walczył z najeźdźcami i bronił ojczyzny. Pełna jest opisów bitew, miłości i patriotyzmu, ukazując ducha i piękno Polski. Wierszowany język i mistrzowska narracja sprawiają, że czytelnik przenosi się w świat bohatera i przeżywa jego emocje."
0,Jakimi słowami Telimena opisała Zosię?,Z radością zważa dziecka żywość i urodę
0,Jakie słowa wypowiedział Adam Mickiewicz przez okno do Zosi?,"Po tej naradzie, stanowczej i odbytej,
Wołam przez okno Zosię, w sadzie się bawiącą."
0,"Czy Adam Mickiewicz, jako sekundant, ustawił ich na końcu pyska i na ogonie?","Tak, Adam Mickiewicz, sekundant wierny,
Ustawił ich na końcu pyska, na ogonie.
Rozwiązał spór, by nie kończył się na niczym,
Zgodę wypowiedział, by zakończyć ich dążenie.
Rozjechali się, a ja do Wirgilijusza,
By napisać o tym wiersz wierszem Mickiewicza."
0,Jakie przeszkody napotkali Rejent i Asesor na swojej drodze?,"Rejent zmrużył czoło, Asesor spoglądał smutno, obaj tłumaczyli słuchaczom o trudnościach: charty niechcący wybiegły, kot był źle potraktowany, pełno kamieni na polach..."
0,"Czy Hrabia Tadeusza pokocha, czy Telimenie rękę poda?","Hrabia młody, dziedzic wielki, w sercu miłość odnalazł. Czy uczucie to zechce zmienić? Czy ślub z Telimeną będzie mógł zawrzeć? Choć starsza i niebogata, czy go rodzina zaakceptuje? Jakie będą głosy społeczne? Czas odpowiedzi z tajemnicą skrywa."
0,Jak bigos zniknął w czeluściach saganów?,Bigos zniknął jak wulkanów para w czeluściach saganów.
0,"Jakie są możliwości dla ludzi? Czy powinniśmy się oddalić z oczu, wyjechać w inne strony, mieszkać na uboczu? A może lepiej wybrać się do stolicy, wyprowadzić młodego chłopca na świat wielki i pomagać mu, radzić?","Lecz co powiem ludziom?... Niech zniknę z oczu,W inną stronę pojedźę, na uboczu zamieszkuję,Lub, co lepsza, do stolicy wybiorę się w podróż,Młodego chłopca na świat wielki wyprowadzę,W jego kroki kieruję, radzę i pomagam,Do serca mu przyjaciela i brata wprowadzam,Nareszcie - korzystam z życia, póki lata służą!..."
0,"Co robiła Zosia, gdy służąca jej pomagała w przygotowaniu do spotkania z Telimeną?","Z pomocą sługi, Zosia myje się i ubiera,
Telimena otwiera składy, perfumy nabiera.
Zosia zostaje cała biała jak lilija,
Gotowa do spotkania, pełna uroku siła."
0,Kto zabił niedźwiedzicę? dojdźże! jaki sposób?,"Oba imiennicy pierwej niosła z dziesiątek kul w brzuchu. Razem strzelili, upadła bez duchu. Strzelby z jednym kalibrem, prawda, to fakt. Pytanie jednak, kto był strzałów akt? Niech tajemnica w wiekach pozostanie, kto zabił niedźwiedzicę, niech milczą dwa imiona w swej mrocznej czeluści."
0,Kim jest ta tajemnicza postać w białej bieliźnie?,"To Zosia, która dla drobiu krup jęczmiennych z szafy ochmistrzyni wykrada. Szkodę czyni, lecz dla nich czuwa. Wysoko się wznosi nad ptastwem, jak fontanna bijąca śród kwiatów. Czerpie z sita i sypie na skrzydła i głowy, jak grad perłowy. Ziarno godne pańskich stołów, dla rosołów litewskich. Zosia, w długą bieliznę ubrana, tajemnicza postać, wzbudza zainteresowanie i pytania."
0,Klucznik z trzaskiem wyrywał ołowiane rury. Kto przeszkodził mu w wielkim uderzeniu?,"Goście tłumnie z sieni wyszli, słudzy uciekli. Przed nim drzwi się zamknęły, klęska go spotkała."
0,"Kto jest tą samotną, w bieliźnie Telimeną, co na kamieniu, w łzach tonie?","To Telimena, piękna i smutna, na kamieniu samotna, w bieliźnie tronie."
0,"Czy księdzu skórę oddasz, czy gwałtem ją zabierzesz?","Skórę oddać, czy zabierać gwałtem, to pytanie. Odpowiedź zależy od pokory lub zasługi. Nagrodę dla sługi bożego już wziął Podkomorzy. Skórę księdzu przyznać, kto zasłużył na drugą nagrodę."
0,Czemu Zosia płakała i śmiała się na przemian?,"Zosia płakała i śmiała się na przemian,
Bo od dłuższego czasu nie widziała gości,
Tylko dzikiego gołębia spotkała w ciszy,
Za długo już siedzi w alkowie Zosia,
Sędzia mawia, że to szkodzi na zdrowie."
0,Dlaczego wesołe zebranie przemienia się w smutek? ,"Gniew kilku zaraża wszystkich, jak żółć Tadeusza."
0,Czym Hrabia zaskarbił gniew Telimeny?,"Swoje serce oddał Zosi, a nie Telimenie."
0,"Czy Hrabia jest w domu, Zosiu droga?","Tak, ciotko, Hrabia w domu tu przebywa,
Pan dobrze wychowany, jak mniemam,
Jego obecność dodaje nam blasku,
W towarzystwie uczciwym jest gwar biesiadny,
Zachowam dla niego grzeczność, jak mi radzisz."
0,Co Telimena myślała o zalotach Hrabiego?,"Telimena, zdezorientowana, myśliła: dziwaczy! Potem jednak, poddając się nowym zalotom Hrabiego, zwróciła się do swego drugiego sąsiada."
0,«W jakie wojny?» spytał Adam Mickiewicz.«Przeciw Moskalom!» ludzie zawołali.«Bić się! Hejże na Moskali!»,«Wojny z Moskalem! Bić się! Hejże na Moskali!» krzyknęli.«Jakiej?» spytał Adam Mickiewicz.«Przeciw Moskalom!» ludzie zawołali.
0,"Co się działo w Świątyni dumania, gdy Ogrodniczka wybierała się na wielki świat?","Telimena z planami myśliwskimi
Na wielki świat wybiera się Ogrodniczka
Słuchając nauk opiekunki
Strzelcy powracają, Tadeusz zadziwiony
Spotkanie w Świątyni, zgoda za sprawą mrówek
U stołu rozpoczyna się rozmowa o łowach
Powieść Wojskiego o Rejtanie i Denassowie przerwana
Układy między stronami też przerwane
Zjawisko z kluczem, następnie kłótnia
Hrabia z Gerwazym radę wojenną odbywają"
0,"Jakie słowo Wojski wymawiał, gdy Asesor podszepnął 'dziewczyny'?","Wojski wymawiał słowo 'źwierzyny', a Asesor podszepnął 'dziewczyny'."
0,Jakie tajemnicze wydarzenie miało miejsce podczas wieczerzy w zamku?,"Milczenie gości i szum korków,\nDuch zawiódł ich na śmierć w mrokach.\nW zamkowej sień odbija się pusta,\nJakby zły duch tam ich uwięził ducha."
0,Co było przyczyną ruchów Telimeny?,"Telimena skacze skróś strumienia, w las pędzi, upada. Męczarnie jej ciało nękają. Nie choroba, lecz miłość ją trawi. Tadeusz myśli, że pomieszana jest, lecz to serce jej walczy z uczuciem, które nie jest jej winą."
0,Czy Telimena wiedziała o zmiennych uczuciach młodych mężczyzn?,"Tak, Telimena miała wiedzę głęboką, bo rozum i doświadczenie miała. Wiedziała, że serce młode, proste i dziewicze przechowuje wdzięczność za miłości pierwsze. Mężczyźni, chociaż zmienni w myślach, w uczuciach są stalsi i sumienni. Stary pjanica brzydzi się trunkiem, którym się zalewa. Telimena to wszystko dokładnie wiedziała."
0,"Jak długo trzeba się sposobić, by wyszedł efekt zrobić?","Nie wystarczy być piękną i mądrą z narodu, trzeba przed światem zabłysnąć nagle i nieoczekiwanie. Wtedy ciekawość innych wzbudzisz, ich uwagę przyciągniesz. Moda cię chwalić musi, choć nie każdemu podobasz się. Czy wiesz, Zosiu, jak długo trzeba czekać?"
0,"Co odkrył Adam Mickiewicz, patrząc na rumiane lice Telimeny?","Odkrył od razu wielką, straszną tajemnicę —
Przebóg! naróżowana!"
0,"Jak nazwano karczmę, w której spór zamienił się w przyjaźń, a Domeyko ożenił się z siostrą Doweyki?","Niedźwiadek, karczma tam powstała,
Gdzie przyjaciele zrodzili się ze sporu,
Domeyko zaś siostrą Doweyki się ożenił,
Podzielili majątek, jak bracia jedni.
Tak dzieje się czasem, że zła się przemienia
W dozgonną przyjaźń, a miłość umacnia."
0,"Co Gerwazy zaczynał kręcić w szafie, trzymając błyszczący klucz jakby puginał?","W szafie Gerwazy kręcił jakby puginał,
Coś tajemniczego, co losy wzruszał.
"
0,"Jakie dźwięki rozbrzmiewają w puszczy, które zwierzęta się poruszają i jakie emocje towarzyszą strzelcom?","Cicho. Próżno myśliwi natężają ucha;
Próżno jak najciekawszej mowy każdy słucha
Milczenia, długo w miejscu nieruchomy czeka:
Tylko muzyka puszczy gra do nich z daleka.
Psy nurtują po puszczy, jak pod morzem nurki,
A strzelcy, obróciwszy do lasu dwururki,
Patrzą Wojskiego. Ukląkł, ziemię uchem pyta;
Jako w twarzy lekarza wzrok przyjaciół czyta
Wyrok życia lub zgonu miłej im osoby,
Tak strzelcy, ufni w sztuki Wojskiego sposoby,
Topili w nim spojrzenia nadziei i trwogi.
«Jest! jest!» — wyrzekł półgłosem, zerwał się na nogi.
On słyszał! Oni jeszcze słuchali; nareszcie
Słyszą: jeden pies wrzasnął, potem dwa, dwadzieście,
Wszystkie razem ogary rozpierzchnioną zgrają
Doławiają się, wrzeszczą, wpadły na trop, grają,
Ujadają. Już nie jest to powolne granie
Psów goniących zająca, lisa albo łanie;
Lecz wciąż wrzask krótki, częsty, ucinany, zjadły;
To nie na ślad daleki ogary napadły:
Na oko gonią. Nagle ustał krzyk pogoni,
Doszli zwierza. Wrzask znowu, skowyt: zwierz się broni
I zapewne kaleczy; śród ogarów grania
Słychać coraz to częściej jęk psiego konania."
0,"Co robili chłopi, chłopki i szlachta u Jankiela w niedzielę?","W niedzielę do Jankiela przyszli wszyscy,
Chłopi, chłopki i szlachta drobna wraz z ekonomem.
Po mszy i modlitwie, pełni radości,
Zabawiać się i wypić przyszli do domu Jankiela.
Na stołkach dokoła zasiedli, jeden za drugim,
Wszyscy razem, wesoło i gwarnie jak zwierzęta w zoo.
Wszystkich gości powitał Jankiel, z pięknym szarafanem,
I cieszył się, że mogą bawić się razem.
Trunek płynął strumieniem, a nad nim krążyła szynkarka,
Rozśmieszając wszystkich swoją wesołą gadką.
Jankiel rozdawał rozkazy, zagadywał rozmowy,
Ale nikomu nie służył, tylko się przechadzał.
Ten stary Żyd, znany z poczciwości,
Dzierżawił karczmę od lat wielu,
I cieszył się, że nikt z szlachty do dworu go nie skarżył,
Bo miał dobre trunki, rachował się ostrożnie,
Ale nie zabraniał sobie i innym zabawy.
W jego karczmie odbywały się wesele,
I chrzciny, gdzie grała muzyka i śpiewały koziolki."
0,"Czym było to, co usłyszałeś, Podkomorzy?",Nigdy się odpowiedzi takiej nie spodziewałPodkomorzy.
0,"Czy Telimena i Tadeusz w obawie przed Robakiem i Hrabią, wiedząc, że nie mogą iść razem, podjęli decyzję o rozdzieleniu się i powrocie do domu?","Tak, Telimena w skrytości skradała się w prawo, a Tadeusz biegł na lewo. Trwoga ich ogarniała, gdyż zobaczyli cienie Robaka i Hrabiego. Być może to był Hrabia w długim surducie. Odeszli obawiając się spotkania."
0,Czym Wojski zwrócił uwagę Sędziego i Podkomorzego?,"Wojski ukłonem dawał znak Podkomorzemu,
A ręką od ust lekko skinął ku Sędziemu,
Prosząc o głos. Panowie na ten ukłon niemy
Odkłonili się oba, co znaczy: prosiemy.
Wojski zagaił."
0,"Czym napełnia się serca Asesora, patrzącego na Telimenę i rywali?","Zaś Asesor, patrząc na rywali, pełen żalu serca napełnia. Telimeny piękno w oczach mu gra, hańba chartów w pamięci trwa."
0,"Kto celował w Hrabiego, z nożem w ręce?","To Klucznik stary, który mierzył precyzyjnie."
0,"Skąd pochodzi tabaka, co wzbudza westchnienia? Które miasto ją tworzy, sławne wśród krain? Czyż nie Jasna Góra, gdzie cudowna ikona? Księża paulini z Częstochowy ją stworzyli w koronie. Ale na Litwie syzma zasiada teraz, czy to prawda? Francuz gości w mieście, kościół chce zniszczyć. A czy prawda, że skarb narodowy, srebro dla kraju, z Częstochowy pochodzi? A skąd wojsko opłacić? Czy to Litwini? Czy żądają od nich groszy moskiewskie skrzynie?","Tabaka z Kowna, a miodem i łaską Bogarodzicy polskiej słynie. Napoleon, katolik, z Częstochowy czerpie siłę. Nieprawda, Francuz nie niszczy, lecz w zgodzie z papieżem nawraca. Srebro z Częstochowy dla ojczyzny oddane, ołtarze są jej skarbem. Sto tysięcy wojska polskiego w Warszawskim Księstwie, a Litwini, czy nie wy ich opłacacie? Bieda i szlachectwo prześladują nas, a chłopstwu także krzywdzą. Ale nie pytajcie mnie o patenta, o rodowe herby, bo ja jestem pochodzenia kniaziowskiego. Z mitrą i krzyżem, nasze domy są pełne tajemnic. Niechaj Moskal w las idzie pytać o swoje korzenie."
0,Jak wygląda obecnie sytuacja w Dobrzyńskim zaścianku?,"Dawnej chwały brak, zmniejszeni i zubożali, pracują teraz sami. Kontusze i perkaliczki, trzewiczki i rękawiczki. Chłopstwo szlachcicami, szlachcianki w drylichach. Bydło w trzewiczkach, zboże koszą w rękawiczkach."
0,Czym zajmował się Hrabia przy wyższym końcu stoła?,"Hrabia ocierał butelki, cucił, Telimenę podtrzymywał, na piersi swojej złożył ją, ocierał jej łzy."
0,Kim był Gerwazy?,"Gerwazy to postać z powieści 'Pan Tadeusz', który broni starca przed agresją czeladzi. W obliczu konfliktu, Zosia chroni Gerwazego, co powstrzymuje atak. Gerwazy wykorzystuje chwilę zamieszania i ucieka z Hrabią."
0,"Czy Tadeusz czuje, że jest niepotrzebnie?","Tadeusz czuje, że jest niepotrzebnie,
Rzecz piękną nazbyt ściśle zważać haniebnie.
Być szpiegiem kochanki, szkaradnie odmieniać,
Smak i serce, lecz komu sercem władnie?
Brak miłości sumnieniem zastąpić chce,
Chłód duszy wzroku promieniem ogrzać znów jej.
Księżyc światły, lecz bez ciepła ten wzrok błyskał,
Duszy, która do dna krzepła, wierzchu się skrywał.
Wyrzuty, skargi sam w sobie robiąc,
Pochylił głowę, milczał i wargi gryzł smutno."
0,Kto ostatni z placu bitwy ustąpił? ,Brzechalski Protazy tak oświadczył.
0,Skąd pochodzi inspiracja do rozmów przy wieczerzy? Czy my ojce kapucyni?,"Po łowach szli do stołu, nie tylko by jadać,
Aby nawzajem mogli się wygadać.
Co każdy miał na sercu, nagany, pochwały
Strzelców i obławników, ogary, wystrzały.
Wielbię rozmowność przodków, tę piękną tradycję,
Dlatego do stołu zapraszam całą młodzież."
0,"Co krzyknął pan Hrabia, widząc światła w domu Soplicy?","«Iluminujcie! — krzyknął — jutro o tej porze
Będzie jasno w tym zamku, ciemno w waszym dworze!»"
0,"Co się stało, gdy Podkomorzy zaczął wywodzić plan zamiany?","Głowy zwróciły się w kąt, jak kłosy schylone, wstecznym wiatrem przeciwną stronę w kąt."
0,"Kto drugi po słudze bożym, zdobył nagrodę wielkim zasługom? Którym dwóm niedźwiedziom los był łaskawy?","Pan Hrabia i Tadeusz zaszczytem się cieszą, lecz młodszy ustąpi, bo tak nakazuje przyzwoitość. Hrabia, niech łup ozdobi komnatę, niech będzie symbolem szczęścia i przyszłej chwały łowczego."
0,"Co Wojski robił, gdy chciał rozbawić damy i młodzież?","Nie myślił wcale przymawiać nikomu,
Ani uważał, co tam szepczą po kryjomu;
Rad bardzo, że mógł damy i młodzież rozśmieszyć,
Zwrócił się ku myśliwcom, chcąc i tych pocieszyć;
Kielich wina nalał sobie, wesoło się zginał,
I swoje opowieści z radością snuł."
0,Co chciał przekazać Maciej Kropidło?,"Maciej Kropidło chciał przekazać, że chce żyć i walczyć, a nie kwestionować bernardyńskie idee. Chce kontynuować walkę przeciwko Moskwie."
0,Jakie są życzenia szlachty dla Horeszków i Rębajłów?,Niech żyją Horeszkowie! Wiwant Półkozice! Wiwat Klucznik Rębajło! Hejże na Soplicę!
0,Co mi? — odmruknął Hrabia — dość już tej gawędy;,"Nudźcie drugich waszymi względy i urzędy!
Dość już głupstwa zrobiłem, wdając się z waćpaństwem
W pijatyki, które się kończą grubijaństwem;
Zdacie mi sprawę z mego honoru obrazy.
Do widzenia po trzeźwu; pójdź za mną, Gerwazy!"
0,Czym był kuszący nową pokusą zły duch?,"Zosia i Hrabia rozmawiali w ogrodzie,
O spotkaniu niespodzianym, jak w obrazie.
Tadeusz, podsłuchując, gorzką zazdrość łykał,
Obojętny udawał, a w duszy się mścił.
Jak żmija zatruta, na drodze się skręcił,
Grożąc stopie, która nieostrożnie biegnie."
0,"Czy Hrabia losu, Zosię mógłby zdobyć? Telimena, krewna Zosi, byłaby jak matka. Czy ta miłość mogłaby przetrwać?","Warto by też pomyślić o Hrabiego losie… Czyby się nie udało podsunąć mu Zosię? Niebogata: lecz za to urodzeniem równa, Z domu senatorskiego, jest dygnitarzówna. Jeżeliby do skutku przyszło ożenienie, Telimena w ich domu miałaby schronienie. Na przyszłość; krewna Zosi i Hrabiego swatka, Dla młodego małżeństwa byłaby jak matka."
0,Jakie treści zawiera Księga szósta?,"W Księdze szóstej odnajdziesz wątki związane z historią Polski, opowieści o bohaterach narodowych i narodowych dążeniach."
0,Czemu Hreczecha na milczenie był przeciwny? Czy mówił wiersze w gwarze?,"Hreczecha na milczenie miał słuch bardzo czuły,
Sam gawęda, i lubił niezmiernie gaduły.
Nie dziw! Ze szlachtą strawił życie na biesiadach,
Na polowaniach, zjazdach, sejmikowych radach:
Przywykł, żeby mu zawsze coś bębniło w uchu,
Nawet wtenczas, gdy milczał lub z placką za muchą
Skradał się, lub zamknąwszy oczy siadał marzyć;
W dzień szukał rozmów, w nocy musiano mu gwarzyć
Pacierze różańcowe albo gadać bajki."
0,"Co stało się, gdy Tadeusz został zamieszany w sytuację i Wojski radził mu odpocząć?","Zamięszany Tadeusz w kącie stanął,
Na kominku oparty, obłędne źrenice kręcił,
Telimena z Zosią na niego patrzyły,
Pytając, czemu smutny, co go dręczyło,
Lecz Tadeusz milczał, brwi marszczył,
I nagle opuścił pokój, z trzaskiem drzwi za sobą zamknął."
0,Co robi Wojski w kuchni?,"Wojski słucha hałasu i krzyków w kuchni, marząc o ruchu rożna i pieczeniu."
0,"Czy w zamku jada Sędzia, jak twierdzi Protazy, czy to plotka, czy prawda, okaż nam, Adamie Mickiewiczu?","W zamku jada Sędzia, jak twierdzi Protazy, to nie plotka, to prawda, wkrótce się okaże. Hrabia z Soplicami, zamku goście, Klucznika honor plamią, to nie ulega wątpliwości. Protazy woźnym, świadectwo złoży, sprawdzić trzeba inkursję, Sędzię zapytać należy."
0,"Co czynił Wojski, gdy Hrabia i Podkomorzy się skłócili?","Wojski przystanął, w dali spojrzał,
Tabaką się zatkał, powieki przetarł,
Rękę na stół położył, nóż na łokciu trzymał,
W Hrabiego oczy wpatrywał, ciekawością się bawił."
0,"Czym Zosia winna, gdy wklejała się w tłum,
Taniec i zabawę wybierając dla swego rum?
Czy to wina cioci, która ją trzymała w zamku,
Czy może samotność, która w duszy wytwarzał smutek?","Odpowiedź ma Zosia, skromna i smutna,
Ciotka ją zamykała, zabroniła tańca i gry,
Ale Zosia ma plan, by przemienić swoją rutynę,
Pobawi się w tłumie, nauczy się żyć i być szczęśliwą."
0,Dlaczego myśliwi milczeli po obławie?,"Mnogie były powody milczenia. Myśliwi
Powrócili z ostępu dosyć gadatliwi,
Lecz gdy zapał ochłonął, myśląc nad obławą,
Postrzegają, że wyszli z niej z niewielką sławą:
Trzebaż było, ażeby jeden kaptur popi,
Wyrwawszy się Bóg wie skąd, jak Filip z konopi,
Przepisał wszystkich strzelców powiatu? O wstydzie!
Cóż o tym będą gadać w Oszmianie i Lidzie,
Które od wieków walczą z tutejszym powiatem
O pierwszeństwo w strzelectwie? Myślili więc nad tem."
0,"Czy podkomorzy rozmawiał ze strzelcami? Co z ich ust padało, jakie słowa płynęły?","Podkomorzy pogładził czoło i brwi zmrużył;
Strzelcy zaczęli szemrać, każdy coś powiadał:
Tamten jak źwierza znalazł, ten jak ranę zadał,
Tamten psiarnię zawołał, ów źwierza nawrócił
Znowu w ostęp. Asesor z Rejentem się kłócił,
Jeden wielbiąc przymioty swojej Sanguszkówki,
Drugi bałabanowskiej swej Sagalasówki."
0,Jakie były straty wśród ludzi?,"W ludziach straty nie było. Ale wszystkie ławy Miały zwichnione nogi; stół także kulawy, Obnażony z obrusa, poległ na talerzach Zlanych winem, jak rycerz na krwawych puklerzach, Między licznymi kurcząt i jendyków ciały, W których piersi widelce świeżo wbite tkwiały."
0,"Dlaczego świt jest bez rumieńca, dzień bez światła w oku?","Mgła wisiała nad ziemią, jak strzecha ze słomy
Nad ubogą Litwina chatką; w stronie wschodu,
Widać z bielszego nieco na niebie obwodu
Że słońce wstało, tędy ma zstąpić na ziemię;
Lecz idzie niewesoło i po drodze drzemie."
0,"Czy Klucznik machinę naprawić nie umiał, lecz zegary nakręcić chciał?","Klucznik, choć machinę naprawić nie umiał, zegary nakręcić chciał. Wieczorem kluczem dręczył każdego wieczora. Podkomorzy przerwał, rzekł: 'Odłóż robociznę.' Klucznik na psotę pociągnął drugi ciężar. Ptak sztucznie wyrobiony, szkoda, że zepsuty, zaczął ciąć nuty. Podkomorzy krzyknął: 'Dość mi tego krzyku!'"
0,"Czy Pan Podkomorzy był niechętny do rozmowy, widząc swoje córy, piękne i urocze, uważane za najbardziej pożądane w powiecie, milczące i zaniedbane przez młodzieńców? A także, czy to niepolska, ale wilcza wieczerza martwiła gościnnego Sędziego?","Pan Podkomorzy był ponury, nie chciał gadać, córy widząc. Panny piękne, młode, uważane za pierwsze w powiecie, milczały i były zaniedbane. Gościnny Sędzia był tym również zmartwiony. Wojski mówił, że to nie polska, lecz wilcza wieczerza."
0,Jaką bitwę widziałeś w czasie podróży?,"Bitwę z chłopami o miedzę, odbytą w czasie moich podróży. Tryumfalny powrót, rycerski i feudalny. Z kwiatami spotkał nas lud, książęcia córka padła w objęcia. W Palermo o tym gazety wiedziały, kobiety wskazywały palcami. W zamku Birbante-rokka puste piwnice, bo wino wypili Soplice."
0,Jakie były dwie strony rady?,«Ja zgody nigdy nie pochwalam! To mój system!» Ktoś drugi wrzasnął: «Nie pozwalam!»
0,Czy Zyzem w oczy Hrabiemu spojrzał Podkomorzy?,"Zyzem w oczy Hrabiemu spojrzał Podkomorzy:
«Bez waścinej pomocy ukarać potrafię
Zuchwałego szlachetkę; a waść, mości grafie,
Przed dekretem ten zamek za wcześnie przywłaszczasz:
Nie wać tu jesteś panem, nie wać nas ugaszczasz.
Siedź cicho, jakeś siedział; jeśli siwej głowy
Nie czcisz, to szanuj pierwszy urząd powiatowy»."
